1.486	0.00305176	0.0107178
1.488	0	0.0106018
1.49	-0.00793457	0.0105835
1.492	-0.00732422	0.0105225
1.494	-0.00732422	0.0104858
1.496	-0.0012207	0.0103577
1.498	0.00732422	0.0103333
1.5	0.0164795	0.0103516
1.502	0.00305176	0.0101685
1.504	0.00305176	0.00987549
1.506	0.00854492	0.00979614
1.508	0.00366211	0.00959473
1.51	-0.00610352	0.00960083
1.512	-0.032959	0.00982056
1.514	-0.00854492	0.0097168
1.516	-0.00488281	0.00967407
1.518	0.0152588	0.00976563
1.52	0.00732422	0.00978394
1.522	-0.00366211	0.00957031
1.524	-0.0140381	0.00958862
1.526	0.00305176	0.00948486
1.528	0.00183105	0.00941772
1.53	-0.032959	0.00958862
1.532	0.0567627	0.010083
1.534	-0.0292969	0.0103027
1.536	0.0140381	0.0102661
1.538	0.0280762	0.0105225
1.54	0.00244141	0.0104736
1.542	-0.00915527	0.0104126
1.544	-0.0146484	0.0105347
1.546	-0.00915527	0.0105408
1.548	0.00305176	0.0103699
1.55	-0.00305176	0.0102051
1.552	-0.0164795	0.0101685
1.554	0.00305176	0.0100952
1.556	-0.010376	0.00999756
1.558	0.020752	0.00996704
1.56	-0.0317383	0.0102783
1.562	-0.00183105	0.0102783
1.564	0.0140381	0.010376
1.566	0.0158691	0.0104919
1.568	-0.0195313	0.0104736
1.57	-0.000610352	0.0104614
1.572	0.00854492	0.0104797
1.574	0.0170898	0.0106079
1.576	0.0244141	0.0107361
1.578	0.000610352	0.0105164
1.58	-0.00854492	0.0105469
1.582	-0.0476074	0.0109131
1.584	-0.0292969	0.011084
1.586	0.012207	0.0110657
1.588	0.0012207	0.0110413
1.59	-0.00244141	0.0109192
1.592	0.00244141	0.0107422
1.594	-0.00305176	0.0106262
1.596	-0.00549316	0.0105774
1.598	0.00244141	0.0105957
1.6	0.0109863	0.0104126
1.602	0.00671387	0.0102539
1.604	-0.00915527	0.010321
1.606	0.0213623	0.0104858
1.608	0.00183105	0.010498
1.61	-0.00610352	0.0105164
1.612	-0.0250244	0.0105957
1.614	-0.00305176	0.0104492
1.616	-0.00244141	0.0103882
1.618	-0.0128174	0.0105042
1.62	0.0128174	0.0105408
1.622	0.0134277	0.0104919
1.624	0.00793457	0.0102722
1.626	0.0128174	0.0103821
1.628	-0.0012207	0.0103455
1.63	-0.012207	0.0104309
1.632	-0.032959	0.0107483
1.634	0.00427246	0.0107178
1.636	-0.00244141	0.0106995
1.638	-0.012207	0.0107422
1.64	0.0109863	0.0107727
1.642	-0.00976563	0.0107971
1.644	0.00244141	0.0108093
1.646	0.00671387	0.0108276
1.648	0	0.0108154
1.65	0.0195313	0.010968
1.652	-0.0183105	0.0110657
1.654	0.0146484	0.0110718
1.656	-0.0140381	0.0111511
1.658	-0.00610352	0.0112
1.66	0.00183105	0.0111389
1.662	-0.00915527	0.0109863
1.664	-0.0152588	0.0109985
1.666	0.00793457	0.0109436
1.668	-0.00183105	0.0109375
1.67	-0.000610352	0.0108337
1.672	0.0134277	0.0108459
1.674	-0.00305176	0.0108643
1.676	-0.010376	0.010791
1.678	-0.0012207	0.0107605
1.68	0.022583	0.0108643
1.682	-0.0286865	0.0111084
1.684	-0.00793457	0.0110718
1.686	-0.000610352	0.0110474
1.688	0.0146484	0.0111938
1.69	0.0128174	0.0112427
1.692	-0.020752	0.011377
1.694	0.00915527	0.0113953
1.696	-0.00915527	0.0114746
1.698	-0.00732422	0.0114746
1.7	0.0146484	0.0114563
1.702	0.0189209	0.011615
1.704	-0.0286865	0.0118713
1.706	-0.0195313	0.0119812
1.708	-0.00183105	0.0119629
1.71	0.012207	0.0120239
1.712	0	0.0116943
1.714	0.00610352	0.0116699
1.716	-0.012207	0.0117432
1.718	-0.0128174	0.0117188
1.72	0.00488281	0.0116943
1.722	0.00732422	0.011731
1.724	0.00244141	0.011615
1.726	0.0128174	0.0117126
1.728	0.00305176	0.0117249
1.73	0.0164795	0.0115601
1.732	-0.032959	0.011322
1.734	-0.0213623	0.0112427
1.736	-0.00305176	0.0111328
1.738	-0.00854492	0.0109375
1.74	0.0146484	0.0110596
1.742	0.00305176	0.0109985
1.744	0.00732422	0.0109253
1.746	-0.0146484	0.0109802
1.748	-0.0146484	0.0110962
1.75	0.00793457	0.011145
1.752	0.00976563	0.0110779
1.754	0.010376	0.0111511
1.756	0.00549316	0.0111023
1.758	-0.00244141	0.0109192
1.76	0.00427246	0.0106445
1.762	-0.010376	0.01073
1.764	-0.0286865	0.0108765
1.766	-0.00732422	0.010791
1.768	0.00488281	0.0106445
1.77	0.0109863	0.0107483
1.772	-0.00366211	0.0106995
1.774	0.00183105	0.0105469
1.776	0.0012207	0.0103149
1.778	-0.000610352	0.0103149
1.78	-0.0012207	0.0102417
1.782	-0.0012207	0.00977783
1.784	0.000610352	0.00949097
1.786	0.00183105	0.00938721
1.788	-0.00244141	0.00939941
1.79	-0.012207	0.00949707
1.792	0.00366211	0.00950928
1.794	0.00488281	0.00952759
1.796	-0.000610352	0.00947876
1.798	-0.00427246	0.00949707
1.8	-0.0115967	0.00950317
1.802	0.00183105	0.00945435
1.804	-0.00305176	0.00939331
1.806	0.0012207	0.00919189
1.808	-0.00549316	0.00922852
1.81	0.0012207	0.00917969
1.812	-0.00366211	0.00896606
1.814	-0.00183105	0.00895386
1.816	0.0189209	0.00911865
1.818	0.00183105	0.00900879
1.82	-0.00732422	0.00895386
1.822	-0.00183105	0.00883789
1.824	-0.0012207	0.00877075
1.826	-0.000610352	0.00864868
1.828	-0.00427246	0.0086792
1.83	0.00366211	0.00859375
1.832	-0.00366211	0.00830078
1.834	-0.00671387	0.0083252
1.836	-0.00366211	0.0083374
1.838	-0.00488281	0.00826416
1.84	0	0.0081543
1.842	0.0195313	0.00825195
1.844	-0.00915527	0.00831909
1.846	-0.0012207	0.00826416
1.848	-0.00732422	0.0083374
1.85	-0.0439453	0.00858154
1.852	0.00671387	0.00846558
1.854	0.0384521	0.00870361
1.856	0.00488281	0.00861206
1.858	-0.0848389	0.00939941
1.86	0.00183105	0.00939941
1.862	0.0738525	0.0100464
1.864	0.0152588	0.0100464
1.866	-0.00915527	0.0100586
1.868	-0.00549316	0.0100952
1.87	0.0177002	0.0102661
1.872	-0.00427246	0.0101746
1.874	-0.0201416	0.0103455
1.876	-0.0128174	0.0103699
1.878	0.0152588	0.0105103
1.88	0.010376	0.0103882
1.882	-0.00915527	0.0101929
1.884	-0.0189209	0.0103027
1.886	-0.022583	0.0105225
1.888	0.0177002	0.010553
1.89	0.022583	0.0106506
1.892	-0.00488281	0.0104919
1.894	-0.00976563	0.010498
1.896	-0.020752	0.010614
1.898	-0.00549316	0.0105957
1.9	0.0115967	0.0105652
1.902	0.0256348	0.0106323
1.904	0.000610352	0.0103516
1.906	0.00427246	0.010199
1.908	-0.0244141	0.0104248
1.91	-0.00549316	0.0103577
1.912	-0.0427246	0.0107849
1.914	0.0341797	0.0110657
1.916	0.0152588	0.0110962
1.918	-0.0146484	0.0111145
1.92	-0.00671387	0.0111328
1.922	0.00488281	0.0111084
1.924	-0.0250244	0.0113342
1.926	-0.0012207	0.0112183
1.928	0.03479	0.0115356
1.93	0.0183105	0.011554
1.932	0.010376	0.0113281
1.934	0.00244141	0.0111389
1.936	-0.00732422	0.0111816
1.938	-0.0177002	0.0112732
1.94	-0.000610352	0.0111328
1.942	-0.0158691	0.011261
1.944	-0.0115967	0.0113037
1.946	-0.00305176	0.0111877
1.948	0.00671387	0.0111084
1.95	0.0152588	0.0111816
1.952	-0.022583	0.0113098
1.954	0.00183105	0.0112244
1.956	0.000610352	0.0111755
1.958	0.0012207	0.0111633
1.96	0.00610352	0.0111816
1.962	0.0109863	0.0111877
1.964	-0.0012207	0.0109131
1.966	-0.043335	0.0112732
1.968	-0.0183105	0.0114075
1.97	0.0524902	0.0118225
1.972	0.0158691	0.0119446
1.974	-0.000610352	0.0119324
1.976	-0.0360107	0.0122803
1.978	-0.0402832	0.012677
1.98	0.0134277	0.0127991
1.982	0.0695801	0.0134827
1.984	-0.00610352	0.0135376
1.986	-0.022583	0.0137451
1.988	0.00244141	0.0137451
1.99	-0.00549316	0.013678
1.992	-0.0134277	0.0137756
1.994	0.03479	0.0140747
1.996	-0.0140381	0.014209
1.998	-0.0317383	0.0144836
2	-0.00915527	0.0144592
2.002	0.00244141	0.0144653
2.004	-0.0262451	0.0146973
2.006	0.0201416	0.0148865
2.008	0.010376	0.0149353
2.01	0.0183105	0.0151062
2.012	0.0250244	0.0153198
2.014	-0.0231934	0.0155334
2.016	-0.0299072	0.0156433
2.018	-0.0323486	0.0159485
2.02	-0.00183105	0.0158936
2.022	0.0488281	0.0163635
2.024	0.00854492	0.0164368
2.026	-0.00366211	0.0164673
2.028	-0.0262451	0.016687
2.03	0.0012207	0.0166626
2.032	0.0115967	0.0167419
2.034	0.00671387	0.0167419
2.036	-0.00183105	0.0167236
2.038	-0.00244141	0.0166992
2.04	-0.0244141	0.0169434
2.042	-0.00732422	0.0168213
2.044	-0.0152588	0.0168823
2.046	0.0201416	0.0170715
2.048	0.00976563	0.0170959
2.05	-0.000610352	0.0166626
2.052	-0.0115967	0.0167114
2.054	-0.0109863	0.0164368
2.056	0.0128174	0.0165161
2.058	0.0305176	0.0159729
2.06	0.00610352	0.0160156
2.062	-0.0231934	0.015509
2.064	-0.00793457	0.0154358
2.066	-0.0140381	0.0154846
2.068	-0.0146484	0.0155762
2.07	0.00732422	0.0154724
2.072	0.0128174	0.0155579
2.074	0.00183105	0.0153748
2.076	0.0012207	0.0152588
2.078	-0.00671387	0.0151733
2.08	-0.00488281	0.0151184
2.082	-0.00488281	0.0150757
2.084	-0.00976563	0.0149841
2.086	-0.0341797	0.0151001
2.088	-0.0195313	0.0151184
2.09	0.0366211	0.0152588
2.092	0.0457764	0.0156677
2.094	0.0366211	0.0159363
2.096	-0.022583	0.0159546
2.098	-0.043335	0.016333
2.1	-0.0439453	0.0166565
2.102	-0.0109863	0.01651
2.104	0.067749	0.0171814
2.106	0.043335	0.017572
2.108	0.0152588	0.0174805
2.11	-0.0476074	0.0179016
2.112	-0.118408	0.0186584
2.114	-0.0109863	0.0184265
2.116	0.090332	0.0191772
2.118	-0.00732422	0.019104
2.12	0.0189209	0.0192261
2.122	0.00671387	0.0192444
2.124	-0.00793457	0.0190735
2.126	0.00427246	0.019104
2.128	-0.0134277	0.0188904
2.13	-0.0262451	0.0189697
2.132	0	0.018866
2.134	0.00671387	0.0189087
2.136	0.0396729	0.0192322
2.138	-0.020752	0.0192627
2.14	0.0140381	0.019397
2.142	0.012207	0.0193604
2.144	-0.00549316	0.0192993
2.146	-0.0213623	0.0194824
2.148	-0.0183105	0.0195984
2.15	0.0183105	0.0196289
2.152	-0.0158691	0.0195618
2.154	-0.0152588	0.019696
2.156	0.043335	0.0201233
2.158	-0.00305176	0.0201416
2.16	-0.0457764	0.0205383
2.162	-0.00488281	0.0204773
2.164	0.0384521	0.0208496
2.166	0.0201416	0.0206177
2.168	-0.0201416	0.020636
2.17	0.00366211	0.0201477
2.172	-0.0152588	0.0201416
2.174	-0.0158691	0.0202942
2.176	0.020752	0.0201416
2.178	0.00366211	0.0197754
2.18	-0.00488281	0.0196899
2.182	-0.00671387	0.0190613
2.184	-0.0164795	0.019165
2.186	-0.0793457	0.0197327
2.188	0.045166	0.0201599
2.19	-0.0189209	0.0202942
2.192	0.0708008	0.0208679
2.194	0.010376	0.0206238
2.196	-0.0372314	0.0208557
2.198	-0.00549316	0.0205933
2.2	0.0164795	0.0206665
2.202	-0.0115967	0.0207581
2.204	-0.0152588	0.0206482
